No.;Time;signal strength;Source;Destination;Info;Length;;;;Signal 1;Signal 2
2881;137.020.576.150;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=220/56320, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
2882;137.020.602.059;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=220/56320, ttl=64 (reply in 2883);161;;192.168.1.105;;-49 dBm;
2883;137.022.078.884;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=220/56320, ttl=64 (request in 2882);172;;192.168.1.105;;-78 dBm;
2884;137.022.469.125;-77 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=220/56320, ttl=64;172;;192.168.1.105;;-77 dBm;
2885;137.023.001.059;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=220/56320, ttl=64;172;;192.168.1.105;;-78 dBm;
2886;137.024.557.992;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=220/56320, ttl=64;161;;192.168.1.105;;-50 dBm;
2901;137.871.428.430;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=186/47616, ttl=64 (no response found!);161;;192.168.1.109;;;-49 dBm
2902;137.871.468.005;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=186/47616, ttl=64 (reply in 2903);161;;192.168.1.109;;;-50 dBm
2903;137.879.977.858;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=186/47616, ttl=64 (request in 2902);172;;192.168.1.109;;;-78 dBm
2904;137.970.141.289;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=186/47616, ttl=64;161;;192.168.1.109;;;-50 dBm
2905;137.973.425.594;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=186/47616, ttl=64;161;;192.168.1.109;;;-51 dBm
2906;137.973.450.046;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=186/47616, ttl=64;161;;192.168.1.109;;;-50 dBm
2907;137.975.344.802;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=186/47616, ttl=64;161;;192.168.1.109;;;-50 dBm
2908;137.975.364.146;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=186/47616, ttl=64;161;;192.168.1.109;;;-50 dBm
2909;138.020.509.098;-62 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=221/56576, ttl=64 (no response found!);161;;192.168.1.105;;-62 dBm;
2910;138.021.846.201;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=221/56576, ttl=64 (reply in 2911);161;;192.168.1.105;;-50 dBm;
2911;138.029.213.813;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=221/56576, ttl=64 (request in 2910);172;;192.168.1.105;;-78 dBm;
2912;138.031.385.554;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=221/56576, ttl=64;161;;192.168.1.105;;-50 dBm;
2920;138.810.152.361;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=187/47872, ttl=64 (reply in 2921);161;;192.168.1.109;;;-50 dBm
2921;138.815.290.123;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=187/47872, ttl=64 (request in 2920);172;;192.168.1.109;;;-78 dBm
2922;138.817.392.053;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=187/47872, ttl=64;161;;192.168.1.109;;;-50 dBm
2923;139.022.391.979;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=222/56832, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
2924;139.202.031.844;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=222/56832, ttl=64 (no response found!);161;;192.168.1.105;;-49 dBm;
2925;139.203.055.888;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=222/56832, ttl=64 (reply in 2926);161;;192.168.1.105;;-50 dBm;
2926;139.207.635.030;-77 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=222/56832, ttl=64 (request in 2925);172;;192.168.1.105;;-77 dBm;
2927;139.209.946.755;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=222/56832, ttl=64;161;;192.168.1.105;;-50 dBm;
2938;139.807.255.158;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=188/48128, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
2939;139.817.198.564;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=188/48128, ttl=64 (reply in 2940);161;;192.168.1.109;;;-50 dBm
2940;139.823.257.523;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=188/48128, ttl=64 (request in 2939);172;;192.168.1.109;;;-78 dBm
2941;139.825.731.242;-49 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=188/48128, ttl=64;161;;192.168.1.109;;;-49 dBm
2942;139.825.756.401;-49 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=188/48128, ttl=64;161;;192.168.1.109;;;-49 dBm
2943;140.023.139.592;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=223/57088, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
2944;140.124.792.327;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=223/57088, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
2945;140.126.225.147;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=223/57088, ttl=64 (reply in 2946);161;;192.168.1.105;;-50 dBm;
2946;140.133.184.622;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=223/57088, ttl=64 (request in 2945);172;;192.168.1.105;;-78 dBm;
2947;140.135.328.924;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=223/57088, ttl=64;161;;192.168.1.105;;-50 dBm;
2964;140.811.132.123;-70 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=189/48384, ttl=64 (no response found!);172;;192.168.1.109;;;-70 dBm
2965;140.840.111.153;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=189/48384, ttl=64 (reply in 2966);161;;192.168.1.109;;;-50 dBm
2966;140.976.744.903;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=189/48384, ttl=64 (request in 2965);172;;192.168.1.109;;;-78 dBm
2967;140.979.317.072;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=189/48384, ttl=64;161;;192.168.1.109;;;-51 dBm
2968;141.025.218.550;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=224/57344, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
2969;141.026.875.750;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=224/57344, ttl=64 (reply in 2970);161;;192.168.1.105;;-51 dBm;
2970;141.027.395.601;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=224/57344, ttl=64 (request in 2969);172;;192.168.1.105;;-78 dBm;
2971;141.029.389.631;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=224/57344, ttl=64;161;;192.168.1.105;;-50 dBm;
2980;141.867.871.971;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=190/48640, ttl=64 (reply in 2981);161;;192.168.1.109;;;-49 dBm
2981;141.874.434.263;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=190/48640, ttl=64 (request in 2980);172;;192.168.1.109;;;-78 dBm
2982;141.876.370.715;-49 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=190/48640, ttl=64;161;;192.168.1.109;;;-49 dBm
2983;141.876.394.580;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=190/48640, ttl=64;161;;192.168.1.109;;;-50 dBm
2984;141.877.481.570;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=190/48640, ttl=64;161;;192.168.1.109;;;-50 dBm
2985;141.877.506.869;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=190/48640, ttl=64;161;;192.168.1.109;;;-50 dBm
2986;141.878.584.389;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=190/48640, ttl=64;161;;192.168.1.109;;;-50 dBm
2987;142.026.674.704;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=225/57600, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
2988;142.028.278.089;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=225/57600, ttl=64 (reply in 2989);161;;192.168.1.105;;-50 dBm;
2989;142.033.779.184;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=225/57600, ttl=64 (request in 2988);172;;192.168.1.105;;-78 dBm;
2990;142.035.913.889;-49 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=225/57600, ttl=64;161;;192.168.1.105;;-49 dBm;
3000;142.813.446.785;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=191/48896, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
3001;142.889.544.012;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=191/48896, ttl=64 (reply in 3002);161;;192.168.1.109;;;-50 dBm
3002;143.026.048.620;-77 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=191/48896, ttl=64 (request in 3001);172;;192.168.1.109;;;-77 dBm
3003;143.027.954.993;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=226/57856, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
3004;143.029.425.549;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=226/57856, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
3005;143.029.449.485;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=226/57856, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
3006;143.029.466.260;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=226/57856, ttl=64 (reply in 3007);161;;192.168.1.105;;-51 dBm;
3007;143.029.900.595;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=226/57856, ttl=64 (request in 3006);172;;192.168.1.105;;-78 dBm;
3008;143.031.518.202;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=226/57856, ttl=64;161;;192.168.1.105;;-50 dBm;
3009;143.093.108.290;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=191/48896, ttl=64;161;;192.168.1.109;;;-50 dBm
3017;143.813.162.724;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=192/49152, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
3018;143.912.400.085;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=192/49152, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3019;143.912.418.366;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=192/49152, ttl=64 (reply in 3020);161;;192.168.1.109;;;-50 dBm
3020;143.919.282.721;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=192/49152, ttl=64 (request in 3019);172;;192.168.1.109;;;-78 dBm
3021;143.921.464.217;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=192/49152, ttl=64;161;;192.168.1.109;;;-50 dBm
3022;143.921.490.286;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=192/49152, ttl=64;161;;192.168.1.109;;;-50 dBm
3023;144.029.512.785;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=227/58112, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
3024;144.031.193.276;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=227/58112, ttl=64 (reply in 3025);161;;192.168.1.105;;-50 dBm;
3025;144.037.151.299;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=227/58112, ttl=64 (request in 3024);172;;192.168.1.105;;-78 dBm;
3026;144.039.024.402;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=227/58112, ttl=64;161;;192.168.1.105;;-50 dBm;
3038;144.833.635.806;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=193/49408, ttl=64 (reply in 3039);161;;192.168.1.109;;;-50 dBm
3039;144.841.879.715;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=193/49408, ttl=64 (request in 3038);172;;192.168.1.109;;;-78 dBm
3040;144.844.124.588;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=193/49408, ttl=64;161;;192.168.1.109;;;-50 dBm
3041;145.031.014.291;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=228/58368, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
3042;145.032.049.939;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=228/58368, ttl=64 (reply in 3043);161;;192.168.1.105;;-50 dBm;
3043;145.039.293.366;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=228/58368, ttl=64 (request in 3042);172;;192.168.1.105;;-78 dBm;
3044;145.041.219.889;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=228/58368, ttl=64;161;;192.168.1.105;;-51 dBm;
3045;145.041.243.874;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=228/58368, ttl=64;161;;192.168.1.105;;-50 dBm;
3059;145.818.396.278;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=194/49664, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
3060;145.963.681.802;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=194/49664, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3061;145.963.703.517;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=194/49664, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3062;145.963.719.149;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=194/49664, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3063;145.966.246.835;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=194/49664, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3064;145.966.265.760;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=194/49664, ttl=64 (reply in 3072);161;;192.168.1.109;;;-50 dBm
3065;146.032.280.965;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=229/58624, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
3066;146.033.210.313;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=229/58624, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
3067;146.034.855.038;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=229/58624, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
3068;146.034.878.853;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=229/58624, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
3069;146.034.894.312;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=229/58624, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
3070;146.034.909.455;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=229/58624, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
3071;146.034.924.613;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=229/58624, ttl=64 (reply in 3073);161;;192.168.1.105;;-50 dBm;
3072;146.102.105.617;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=194/49664, ttl=64 (request in 3064);172;;192.168.1.109;;;-78 dBm
3073;146.104.463.053;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=229/58624, ttl=64 (request in 3071);172;;192.168.1.105;;-78 dBm;
3074;146.106.558.259;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=229/58624, ttl=64;161;;192.168.1.105;;-50 dBm;
3075;146.106.582.334;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=229/58624, ttl=64;161;;192.168.1.105;;-50 dBm;
3076;146.107.313.599;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=229/58624, ttl=64;161;;192.168.1.105;;-50 dBm;
3077;146.166.331.926;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=194/49664, ttl=64;161;;192.168.1.109;;;-50 dBm
3092;146.882.835.767;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=195/49920, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3093;146.882.859.794;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=195/49920, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3094;146.882.875.219;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=195/49920, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3095;146.882.889.919;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=195/49920, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
3096;146.883.615.877;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=195/49920, ttl=64 (reply in 3097);161;;192.168.1.109;;;-50 dBm
3097;146.890.030.144;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=195/49920, ttl=64 (request in 3096);172;;192.168.1.109;;;-78 dBm
3098;146.891.941.303;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=195/49920, ttl=64;161;;192.168.1.109;;;-50 dBm
3099;147.033.264.636;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=230/58880, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
3100;147.034.942.728;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=230/58880, ttl=64 (no response found!);161;;192.168.1.105;;-49 dBm;
3101;147.034.967.726;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=230/58880, ttl=64 (reply in 3102);161;;192.168.1.105;;-50 dBm;
3102;147.040.422.951;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=230/58880, ttl=64 (request in 3101);172;;192.168.1.105;;-78 dBm;
3103;147.042.383.628;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=230/58880, ttl=64;161;;192.168.1.105;;-50 dBm;
3116;147.905.601.336;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=196/50176, ttl=64 (reply in 3119);161;;192.168.1.109;;;-50 dBm
3117;148.034.343.115;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=231/59136, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
3118;148.035.504.974;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=231/59136, ttl=64 (reply in 3120);161;;192.168.1.105;;-50 dBm;
3119;148.041.788.891;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=196/50176, ttl=64 (request in 3116);172;;192.168.1.109;;;-78 dBm
3120;148.043.976.918;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=231/59136, ttl=64 (request in 3118);172;;192.168.1.105;;-78 dBm;
3121;148.046.767.158;-49 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=231/59136, ttl=64;161;;192.168.1.105;;-49 dBm;
3122;148.046.791.218;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=231/59136, ttl=64;161;;192.168.1.105;;-50 dBm;
3123;148.046.809.316;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=231/59136, ttl=64;161;;192.168.1.105;;-51 dBm;
3124;148.218.388.059;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=196/50176, ttl=64;161;;192.168.1.109;;;-51 dBm
3125;148.223.977.146;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=196/50176, ttl=64;161;;192.168.1.109;;;-50 dBm
3126;148.224.463.153;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=196/50176, ttl=64;161;;192.168.1.109;;;-51 dBm
3127;148.225.067.635;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=196/50176, ttl=64;161;;192.168.1.109;;;-50 dBm
3128;148.226.428.900;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=196/50176, ttl=64;161;;192.168.1.109;;;-50 dBm
3139;148.930.223.627;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=197/50432, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3140;148.930.250.020;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=197/50432, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3141;148.931.758.597;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=197/50432, ttl=64 (no response found!);161;;192.168.1.109;;;-49 dBm
3142;148.931.783.333;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=197/50432, ttl=64 (no response found!);161;;192.168.1.109;;;-49 dBm
3143;148.932.827.317;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=197/50432, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
3144;148.933.525.410;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=197/50432, ttl=64 (no response found!);161;;192.168.1.109;;;-49 dBm
3145;148.934.555.270;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=197/50432, ttl=64 (reply in 3146);161;;192.168.1.109;;;-50 dBm
3146;148.940.211.708;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=197/50432, ttl=64 (request in 3145);172;;192.168.1.109;;;-78 dBm
3147;148.940.548.991;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=197/50432, ttl=64;172;;192.168.1.109;;;-78 dBm
3148;148.942.089.367;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=197/50432, ttl=64;161;;192.168.1.109;;;-50 dBm
3149;149.035.769.005;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=232/59392, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
3150;149.038.853.129;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=232/59392, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
