No.;Time;Signal Strength;Source;Destination;Protocol;Length;Info;;;;
2737;130.407.692.156;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=208/53248, ttl=64;192.168.1.105;;-49 dBm;
2738;130.407.717.258;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=208/53248, ttl=64;192.168.1.105;;-50 dBm;
2739;130.408.743.467;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=208/53248, ttl=64;192.168.1.105;;-50 dBm;
2740;130.430.135.240;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=174/44544, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
2741;130.432.364.411;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=174/44544, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
2742;130.432.389.009;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=174/44544, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
2743;130.433.203.306;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=174/44544, ttl=64 (no response found!);;192.168.1.109;;-51 dBm
2744;130.433.227.265;-49 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=174/44544, ttl=64 (no response found!);;192.168.1.109;;-49 dBm
2745;130.434.514.470;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=174/44544, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
2746;130.434.540.003;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=174/44544, ttl=64 (reply in 2747);;192.168.1.109;;-50 dBm
2747;130.435.285.836;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=174/44544, ttl=64 (request in 2746);;192.168.1.109;;-73 dBm
2748;130.437.347.695;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=174/44544, ttl=64;;192.168.1.109;;-49 dBm
2763;131.306.152.311;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=209/53504, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
2764;131.327.117.370;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=209/53504, ttl=64 (reply in 2765);192.168.1.105;;-50 dBm;
2765;131.329.855.349;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=209/53504, ttl=64 (request in 2764);192.168.1.105;;-72 dBm;
2766;131.331.931.386;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=209/53504, ttl=64;192.168.1.105;;-50 dBm;
2767;131.431.546.477;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=175/44800, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
2768;131.433.587.776;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=175/44800, ttl=64 (reply in 2769);;192.168.1.109;;-50 dBm
2769;131.437.884.509;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=175/44800, ttl=64 (request in 2768);;192.168.1.109;;-72 dBm
2770;131.440.949.949;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=175/44800, ttl=64;;192.168.1.109;;-50 dBm
2771;131.440.975.372;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=175/44800, ttl=64;;192.168.1.109;;-51 dBm
2772;131.440.991.199;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=175/44800, ttl=64;;192.168.1.109;;-50 dBm
2773;131.441.006.468;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=175/44800, ttl=64;;192.168.1.109;;-50 dBm
2774;131.441.021.615;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=175/44800, ttl=64;;192.168.1.109;;-51 dBm
2782;132.305.152.099;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=210/53760, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
2783;132.435.237.360;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=176/45056, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
2790;132.862.940.969;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=210/53760, ttl=64 (reply in 2792);192.168.1.105;;0;
2791;132.862.968.225;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=176/45056, ttl=64 (reply in 2793);;192.168.1.109;;-50 dBm
2792;132.867.242.372;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=210/53760, ttl=64 (request in 2790);192.168.1.105;;-72 dBm;
2793;132.867.659.134;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=176/45056, ttl=64 (request in 2791);;192.168.1.109;;-72 dBm
2794;132.870.847.617;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=210/53760, ttl=64;192.168.1.105;;-50 dBm;
2795;132.870.883.650;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=176/45056, ttl=64;;192.168.1.109;;-50 dBm
2796;132.870.899.519;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=176/45056, ttl=64;;192.168.1.109;;-50 dBm
2797;132.870.915.226;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=176/45056, ttl=64;;192.168.1.109;;-50 dBm
2798;132.870.930.386;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=176/45056, ttl=64;;192.168.1.109;;-50 dBm
2799;132.870.945.761;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=176/45056, ttl=64;;192.168.1.109;;-50 dBm
2806;133.305.780.088;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=211/54016, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
2807;133.479.499.929;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=211/54016, ttl=64 (no response found!);192.168.1.105;;0;
2808;133.479.526.055;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=177/45312, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
2809;133.479.746.731;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=211/54016, ttl=64 (no response found!);192.168.1.105;;0;
2810;133.479.773.538;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=177/45312, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
2811;133.480.278.523;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=211/54016, ttl=64 (reply in 2813);192.168.1.105;;0;
2812;133.480.304.628;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=177/45312, ttl=64 (reply in 2814);;192.168.1.109;;-50 dBm
2813;133.483.764.262;-73 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=211/54016, ttl=64 (request in 2811);192.168.1.105;;-73 dBm;
2814;133.484.141.497;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=177/45312, ttl=64 (request in 2812);;192.168.1.109;;-73 dBm
2815;133.486.066.272;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=211/54016, ttl=64;192.168.1.105;;-50 dBm;
2816;133.569.966.121;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=177/45312, ttl=64;;192.168.1.109;;-50 dBm
2827;134.307.862.863;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=212/54272, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
2828;134.399.581.817;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=212/54272, ttl=64 (reply in 2829);192.168.1.105;;-50 dBm;
2829;134.402.563.717;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=212/54272, ttl=64 (request in 2828);192.168.1.105;;-72 dBm;
2830;134.405.150.726;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=212/54272, ttl=64;192.168.1.105;;-50 dBm;
2831;134.434.734.375;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=178/45568, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
2832;134.437.369.459;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=178/45568, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
2833;134.437.394.027;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=178/45568, ttl=64 (reply in 2834);;192.168.1.109;;-50 dBm
2834;134.438.669.327;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=178/45568, ttl=64 (request in 2833);;192.168.1.109;;-73 dBm
2835;134.440.892.461;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=178/45568, ttl=64;;192.168.1.109;;-50 dBm
2849;135.306.994.877;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=213/54528, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
2850;135.436.122.573;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=179/45824, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
2855;136.243.099.147;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=213/54528, ttl=64 (reply in 2869);192.168.1.105;;0;
2856;136.243.124.417;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=179/45824, ttl=64 (reply in 2857);;192.168.1.109;;0
2857;136.246.857.555;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=179/45824, ttl=64 (request in 2856);;192.168.1.109;;-74 dBm
2858;136.248.805.955;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=179/45824, ttl=64;;192.168.1.109;;-50 dBm
2859;136.438.622.421;-68 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=180/46080, ttl=64 (no response found!);;192.168.1.109;;-68 dBm
2860;136.442.258.929;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=180/46080, ttl=64 (reply in 2861);;192.168.1.109;;-51 dBm
2861;136.451.978.822;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=180/46080, ttl=64 (request in 2860);;192.168.1.109;;-73 dBm
2862;136.455.170.885;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=180/46080, ttl=64;;192.168.1.109;;-50 dBm
2869;136.885.074.340;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=213/54528, ttl=64 (request in 2855);192.168.1.105;;-50 dBm;
2870;136.885.098.133;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=213/54528, ttl=64;192.168.1.105;;-50 dBm;
2872;136.885.154.156;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=214/54784, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
2876;136.887.678.186;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=214/54784, ttl=64 (reply in 2877);192.168.1.105;;-50 dBm;
2877;136.892.419.926;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=214/54784, ttl=64 (request in 2876);192.168.1.105;;-50 dBm;
2887;137.330.251.207;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=215/55040, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
2888;137.438.461.629;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=181/46336, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
2889;137.472.827.684;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=215/55040, ttl=64 (no response found!);192.168.1.105;;0;
2890;137.472.853.912;-49 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=181/46336, ttl=64 (no response found!);;192.168.1.109;;-49 dBm
2891;137.473.073.319;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=215/55040, ttl=64 (no response found!);192.168.1.105;;0;
2892;137.473.100.069;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=181/46336, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
2893;137.473.845.089;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=215/55040, ttl=64 (no response found!);192.168.1.105;;0;
2894;137.473.871.425;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=181/46336, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
2895;137.474.281.880;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=215/55040, ttl=64 (reply in 2897);192.168.1.105;;0;
2896;137.474.307.434;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=181/46336, ttl=64 (reply in 2898);;192.168.1.109;;-50 dBm
2897;137.477.419.589;-75 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=215/55040, ttl=64 (request in 2895);192.168.1.105;;-75 dBm;
2898;137.477.780.954;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=181/46336, ttl=64 (request in 2896);;192.168.1.109;;-74 dBm
2899;137.481.017.797;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=215/55040, ttl=64;192.168.1.105;;-50 dBm;
2900;137.481.055.254;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=181/46336, ttl=64;;192.168.1.109;;-50 dBm
2913;138.331.686.979;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=216/55296, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
2914;138.392.504.697;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=216/55296, ttl=64 (reply in 2915);192.168.1.105;;-50 dBm;
2915;138.395.800.530;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=216/55296, ttl=64 (request in 2914);192.168.1.105;;-74 dBm;
2916;138.398.160.466;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=216/55296, ttl=64;192.168.1.105;;-50 dBm;
2917;138.441.706.643;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=182/46592, ttl=64 (reply in 2918);;192.168.1.109;;-50 dBm
2918;138.443.343.860;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=182/46592, ttl=64 (request in 2917);;192.168.1.109;;-74 dBm
2919;138.445.472.543;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=182/46592, ttl=64;;192.168.1.109;;-50 dBm
2928;139.333.269.802;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=217/55552, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
2929;139.621.757.944;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=217/55552, ttl=64 (reply in 2931);192.168.1.105;;0;
2930;139.621.786.941;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=183/46848, ttl=64 (reply in 2932);;192.168.1.109;;-50 dBm
2931;139.625.133.739;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=217/55552, ttl=64 (request in 2929);192.168.1.105;;-72 dBm;
2932;139.625.494.929;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=183/46848, ttl=64 (request in 2930);;192.168.1.109;;-73 dBm
2933;139.628.122.091;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=183/46848, ttl=64;;192.168.1.109;;-49 dBm
2934;139.628.147.540;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=217/55552, ttl=64;192.168.1.105;;-49 dBm;
2935;139.628.175.368;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=183/46848, ttl=64;;192.168.1.109;;-50 dBm
2936;139.628.190.623;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=183/46848, ttl=64;;192.168.1.109;;-50 dBm
2937;139.628.207.671;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=183/46848, ttl=64;;192.168.1.109;;-50 dBm
2948;140.334.604.068;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=218/55808, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
2949;140.441.097.657;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=184/47104, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
2950;140.545.403.343;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=218/55808, ttl=64 (no response found!);192.168.1.105;;0;
2951;140.545.431.135;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=184/47104, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
2952;140.545.839.967;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=218/55808, ttl=64 (no response found!);192.168.1.105;;0;
2953;140.545.866.927;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=184/47104, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
2954;140.546.393.367;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=218/55808, ttl=64 (no response found!);192.168.1.105;;0;
2955;140.546.420.227;-49 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=184/47104, ttl=64 (no response found!);;192.168.1.109;;-49 dBm
2956;140.546.714.500;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=218/55808, ttl=64 (no response found!);192.168.1.105;;0;
2957;140.546.743.747;-49 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=184/47104, ttl=64 (no response found!);;192.168.1.109;;-49 dBm
2958;140.547.352.758;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=218/55808, ttl=64 (reply in 2960);192.168.1.105;;0;
2959;140.547.379.162;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=184/47104, ttl=64 (reply in 2961);;192.168.1.109;;-50 dBm
2960;140.549.591.000;-73 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=218/55808, ttl=64 (request in 2958);192.168.1.105;;-73 dBm;
2961;140.549.982.284;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=184/47104, ttl=64 (request in 2959);;192.168.1.109;;-73 dBm
2962;140.554.206.080;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=184/47104, ttl=64;;192.168.1.109;;-50 dBm
2963;140.554.248.204;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=218/55808, ttl=64;192.168.1.105;;-50 dBm;
2972;141.336.295.151;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=219/56064, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
2973;141.336.333.177;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=219/56064, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
2974;141.443.178.748;-72 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=185/47360, ttl=64 (no response found!);;192.168.1.109;;-72 dBm
2975;141.468.684.546;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=219/56064, ttl=64 (reply in 2977);192.168.1.105;;0;
2976;141.468.711.635;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=185/47360, ttl=64 (reply in 2979);;192.168.1.109;;-50 dBm
2977;141.471.890.654;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=219/56064, ttl=64 (request in 2975);192.168.1.105;;-74 dBm;
2978;141.473.745.260;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=219/56064, ttl=64;192.168.1.105;;-50 dBm;
2979;141.480.387.905;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=185/47360, ttl=64 (request in 2976);;192.168.1.109;;-51 dBm
2991;142.337.209.029;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=220/56320, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
2992;142.382.665.914;-49 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=220/56320, ttl=64 (reply in 2993);192.168.1.105;;-49 dBm;
2993;142.387.262.573;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=220/56320, ttl=64 (request in 2992);192.168.1.105;;-74 dBm;
2994;142.389.634.046;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=220/56320, ttl=64;192.168.1.105;;-50 dBm;
2995;142.444.102.151;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=186/47616, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
2996;142.446.093.617;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=186/47616, ttl=64 (reply in 2997);;192.168.1.109;;-50 dBm
2997;142.446.975.009;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=186/47616, ttl=64 (request in 2996);;192.168.1.109;;-73 dBm
2998;142.448.686.017;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=186/47616, ttl=64;;192.168.1.109;;-50 dBm
2999;142.449.242.874;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=186/47616, ttl=64;;192.168.1.109;;-73 dBm
3010;143.338.642.952;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=221/56576, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
3011;143.617.884.005;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=221/56576, ttl=64 (reply in 3013);192.168.1.105;;0;
