No.;Time;signal strength;Source;Destination;Info;Length;;;S1D1;S2D1
4064;214.717.298.613;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=492/60417, ttl=64;161;192.168.1.105;;-55 dBm;-74 dBm
4073;215.484.610.523;-73 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=371/29441, ttl=64 (no response found!);172;;192.168.1.109;-51 dBm;-51 dBm
4074;215.562.339.218;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=371/29441, ttl=64 (reply in 4076);161;;192.168.1.109;-55 dBm;-78 dBm
4075;215.705.146.567;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=493/60673, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-79 dBm
4076;215.705.436.685;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=371/29441, ttl=64 (request in 4074);172;;192.168.1.109;-55 dBm;-51 dBm
4077;215.706.100.594;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=493/60673, ttl=64 (reply in 4078);161;192.168.1.105;;-78 dBm;-51 dBm
4078;215.708.506.402;-76 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=493/60673, ttl=64 (request in 4077);172;192.168.1.105;;-52 dBm;-51 dBm
4079;215.711.574.402;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=493/60673, ttl=64;161;192.168.1.105;;-54 dBm;-78 dBm
4080;215.740.374.979;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=371/29441, ttl=64;161;;192.168.1.109;-56 dBm;-51 dBm
4087;216.559.902.108;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=372/29697, ttl=64 (reply in 4088);161;;192.168.1.109;-53 dBm;-77 dBm
4088;216.567.130.526;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=372/29697, ttl=64 (request in 4087);172;;192.168.1.109;-51 dBm;-52 dBm
4089;216.569.331.953;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=372/29697, ttl=64;161;;192.168.1.109;-51 dBm;-79 dBm
4090;216.706.146.158;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=494/60929, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-51 dBm
4091;216.707.748.125;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=494/60929, ttl=64 (reply in 4092);161;192.168.1.105;;-53 dBm;-51 dBm
4092;216.713.330.670;-77 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=494/60929, ttl=64 (request in 4091);172;192.168.1.105;;-54 dBm;-52 dBm
4093;216.715.604.007;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=494/60929, ttl=64;161;192.168.1.105;;-53 dBm;-50 dBm
4107;217.508.662.988;-72 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=373/29953, ttl=64 (no response found!);172;;192.168.1.109;-57 dBm;-52 dBm
4114;217.583.822.972;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=373/29953, ttl=64 (no response found!);161;;192.168.1.109;-48 dBm;-75 dBm
4115;217.583.848.992;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=373/29953, ttl=64 (no response found!);161;;192.168.1.109;-75 dBm;-54 dBm
4116;217.583.867.033;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=373/29953, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-52 dBm
4117;217.584.400.165;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=373/29953, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-52 dBm
4118;217.585.322.939;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=373/29953, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-51 dBm
4119;217.586.054.200;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=373/29953, ttl=64 (reply in 4120);161;;192.168.1.109;-51 dBm;-78 dBm
4120;217.593.793.909;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=373/29953, ttl=64 (request in 4119);161;;192.168.1.109;-57 dBm;-54 dBm
4121;217.709.538.971;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=495/61185, ttl=64 (no response found!);158;192.168.1.105;;-52 dBm;-48 dBm
4122;217.711.126.846;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=495/61185, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-50 dBm
4123;217.711.151.414;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=495/61185, ttl=64 (reply in 4124);161;192.168.1.105;;-48 dBm;-50 dBm
4124;217.716.959.571;-80 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=495/61185, ttl=64 (request in 4123);172;192.168.1.105;;-48 dBm;-48 dBm
4125;217.719.142.611;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=495/61185, ttl=64;161;192.168.1.105;;-48 dBm;-50 dBm
4134;218.607.099.457;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=374/30209, ttl=64 (reply in 4138);161;;192.168.1.109;-51 dBm;-74 dBm
4135;218.709.901.344;-54 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=496/61441, ttl=64 (no response found!);161;192.168.1.105;;-48 dBm;-52 dBm
4136;218.711.400.685;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=496/61441, ttl=64 (reply in 4137);161;192.168.1.105;;-78 dBm;-76 dBm
4137;218.768.090.036;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=496/61441, ttl=64 (request in 4136);161;192.168.1.105;;-52 dBm;-77 dBm
4138;218.812.162.167;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=374/30209, ttl=64 (request in 4134);161;;192.168.1.109;-50 dBm;-77 dBm
4139;218.812.186.650;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=374/30209, ttl=64;161;;192.168.1.109;-50 dBm;-74 dBm
4140;218.812.202.123;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=374/30209, ttl=64;161;;192.168.1.109;-52 dBm;-51 dBm
4141;218.812.217.352;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=374/30209, ttl=64;161;;192.168.1.109;-50 dBm;-51 dBm
4142;218.812.826.440;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=374/30209, ttl=64;161;;192.168.1.109;-49 dBm;-51 dBm
4151;219.532.395.959;-53 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=375/30465, ttl=64 (reply in 4152);161;;192.168.1.109;-57 dBm;-52 dBm
4152;219.538.795.500;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=375/30465, ttl=64 (request in 4151);172;;192.168.1.109;-51 dBm;-50 dBm
4153;219.540.189.268;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=375/30465, ttl=64;161;;192.168.1.109;-58 dBm;-54 dBm
4154;219.711.488.510;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=497/61697, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-78 dBm
4155;219.713.010.241;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=497/61697, ttl=64 (no response found!);161;192.168.1.105;;-50 dBm;-78 dBm
4156;219.713.036.301;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=497/61697, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-78 dBm
4157;219.713.056.718;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=497/61697, ttl=64 (no response found!);161;192.168.1.105;;-50 dBm;-78 dBm
4158;219.713.073.500;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=497/61697, ttl=64 (no response found!);161;192.168.1.105;;-49 dBm;-48 dBm
4159;219.714.201.493;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=497/61697, ttl=64 (no response found!);161;192.168.1.105;;-78 dBm;-78 dBm
4160;219.714.226.435;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=497/61697, ttl=64 (reply in 4161);161;192.168.1.105;;-52 dBm;-51 dBm
4161;219.720.100.116;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=497/61697, ttl=64 (request in 4160);172;192.168.1.105;;-52 dBm;-51 dBm
4162;219.721.899.225;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=497/61697, ttl=64;161;192.168.1.105;;-52 dBm;-77 dBm
4175;220.553.033.623;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=376/30721, ttl=64 (reply in 4176);161;;192.168.1.109;-56 dBm;-52 dBm
4176;220.689.017.590;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=376/30721, ttl=64 (request in 4175);172;;192.168.1.109;-54 dBm;-78 dBm
4177;220.691.146.768;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=376/30721, ttl=64;161;;192.168.1.109;-57 dBm;-52 dBm
4178;220.713.302.444;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=498/61953, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-52 dBm
4179;220.715.244.403;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=498/61953, ttl=64 (reply in 4180);161;192.168.1.105;;-50 dBm;-78 dBm
4180;220.715.750.649;-80 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=498/61953, ttl=64 (request in 4179);172;192.168.1.105;;-51 dBm;-78 dBm
4181;220.717.662.906;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=498/61953, ttl=64;161;192.168.1.105;;-48 dBm;-52 dBm
4186;221.577.670.515;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=377/30977, ttl=64 (reply in 4189);161;;192.168.1.109;-46 dBm;-71 dBm
4189;221.583.977.111;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=377/30977, ttl=64 (request in 4186);172;;192.168.1.109;-57 dBm;-51 dBm
4190;221.585.503.389;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=377/30977, ttl=64;161;;192.168.1.109;-52 dBm;-52 dBm
4191;221.714.095.013;-54 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=499/62209, ttl=64 (no response found!);161;192.168.1.105;;-78 dBm;-77 dBm
4192;221.715.996.303;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=499/62209, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-51 dBm
4193;221.716.020.700;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=499/62209, ttl=64 (no response found!);161;192.168.1.105;;-56 dBm;-74 dBm
4194;221.716.036.439;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=499/62209, ttl=64 (reply in 4195);161;192.168.1.105;;-52 dBm;-54 dBm
4195;221.721.541.287;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=499/62209, ttl=64 (request in 4194);172;192.168.1.105;;-57 dBm;-79 dBm
4196;221.723.534.212;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=499/62209, ttl=64;161;192.168.1.105;;-51 dBm;-51 dBm
4203;222.600.723.987;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=378/31233, ttl=64 (reply in 4206);161;;192.168.1.109;-51 dBm;-76 dBm
4204;222.716.577.126;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=500/62465, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-51 dBm
4205;222.718.152.913;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=500/62465, ttl=64 (reply in 4207);161;192.168.1.105;;-49 dBm;-78 dBm
4206;222.748.301.878;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=378/31233, ttl=64 (request in 4203);172;;192.168.1.109;-50 dBm;-52 dBm
4207;222.749.982.753;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=500/62465, ttl=64 (request in 4205);161;192.168.1.105;;-79 dBm;-75 dBm
4208;222.807.254.252;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=378/31233, ttl=64;161;;192.168.1.109;-52 dBm;-52 dBm
4209;222.807.279.294;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=378/31233, ttl=64;161;;192.168.1.109;-57 dBm;-77 dBm
4210;222.807.320.907;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=378/31233, ttl=64;161;;192.168.1.109;-49 dBm;-51 dBm
4211;222.807.336.711;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=378/31233, ttl=64;161;;192.168.1.109;-78 dBm;-51 dBm
4214;223.523.119.631;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=379/31489, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-78 dBm
4215;223.523.144.190;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=379/31489, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-52 dBm
4216;223.523.160.200;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=379/31489, ttl=64 (no response found!);161;;192.168.1.109;-57 dBm;-51 dBm
4217;223.523.175.831;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=379/31489, ttl=64 (no response found!);161;;192.168.1.109;-55 dBm;-79 dBm
4218;223.523.191.983;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=379/31489, ttl=64 (no response found!);161;;192.168.1.109;-79 dBm;-51 dBm
4219;223.523.946.023;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=379/31489, ttl=64 (reply in 4220);161;;192.168.1.109;-51 dBm;-74 dBm
4220;223.530.567.431;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=379/31489, ttl=64 (request in 4219);172;;192.168.1.109;-57 dBm;-73 dBm
4221;223.532.626.759;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=379/31489, ttl=64;161;;192.168.1.109;-51 dBm;-72 dBm
4226;224.668.221.969;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=501/62721, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-73 dBm
4236;224.739.123.099;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=502/62977, ttl=64 (no response found!);161;192.168.1.105;;-57 dBm;-74 dBm
4237;224.739.147.961;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=502/62977, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-52 dBm
4238;224.742.810.583;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=502/62977, ttl=64 (no response found!);158;192.168.1.105;;-78 dBm;-51 dBm
4239;224.853.535.997;;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=380/31745, ttl=64 (reply in 4245);162;;192.168.1.109;-51 dBm;-72 dBm
4240;224.853.561.687;;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=501/62721, ttl=64 (reply in 4243);162;192.168.1.105;;-58 dBm;-51 dBm
4241;224.853.580.313;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=502/62977, ttl=64 (reply in 4242);172;192.168.1.105;;-51 dBm;-73 dBm
4242;224.993.986.095;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=502/62977, ttl=64 (request in 4241);172;192.168.1.105;;-51 dBm;-50 dBm
4243;224.995.556.527;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=501/62721, ttl=64 (request in 4240);161;192.168.1.105;;-58 dBm;-50 dBm
4244;224.995.594.327;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=502/62977, ttl=64;161;192.168.1.105;;-51 dBm;-48 dBm
4245;225.058.750.405;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=380/31745, ttl=64 (request in 4239);161;;192.168.1.109;-78 dBm;-48 dBm
4251;225.500.235.261;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=381/32001, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-49 dBm
4252;225.500.259.419;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=381/32001, ttl=64 (no response found!);161;;192.168.1.109;-56 dBm;-73 dBm
4253;225.500.278.900;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=381/32001, ttl=64 (reply in 4254);161;;192.168.1.109;-51 dBm;-49 dBm
4254;225.503.390.994;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=381/32001, ttl=64 (request in 4253);161;;192.168.1.109;-79 dBm;-52 dBm
4255;225.737.792.130;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=503/63233, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-51 dBm
4256;225.739.335.182;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=503/63233, ttl=64 (reply in 4257);161;192.168.1.105;;-57 dBm;-49 dBm
4257;225.746.453.587;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=503/63233, ttl=64 (request in 4256);161;192.168.1.105;;-51 dBm;-50 dBm
4265;226.497.232.533;-74 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=382/32257, ttl=64 (no response found!);172;;192.168.1.109;-80 dBm;-73 dBm
4266;226.597.832.196;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=382/32257, ttl=64 (reply in 4278);161;;192.168.1.109;-79 dBm;-72 dBm
4267;226.740.459.166;-54 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=504/63489, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-50 dBm
4268;226.742.316.270;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=504/63489, ttl=64 (no response found!);161;192.168.1.105;;-55 dBm;-49 dBm
4269;226.742.352.218;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=504/63489, ttl=64 (reply in 4270);161;192.168.1.105;;-50 dBm;-52 dBm
4270;226.744.265.753;-80 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=504/63489, ttl=64 (request in 4269);172;192.168.1.105;;-78 dBm;-51 dBm
4271;226.746.668.712;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=504/63489, ttl=64;161;192.168.1.105;;-52 dBm;-72 dBm
4272;226.748.023.587;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=504/63489, ttl=64;161;192.168.1.105;;-56 dBm;-51 dBm
4273;226.749.606.929;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=504/63489, ttl=64;161;192.168.1.105;;-52 dBm;-78 dBm
4278;226.807.356.995;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=382/32257, ttl=64 (request in 4266);161;;192.168.1.109;-51 dBm;-77 dBm
4279;226.807.373.730;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=382/32257, ttl=64;161;;192.168.1.109;-51 dBm;-77 dBm
4280;226.810.485.268;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=382/32257, ttl=64;161;;192.168.1.109;-52 dBm;-77 dBm
4281;226.813.032.682;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=382/32257, ttl=64;161;;192.168.1.109;-51 dBm;-78 dBm
4282;226.813.052.030;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=382/32257, ttl=64;161;;192.168.1.109;-51 dBm;-72 dBm
4283;226.814.286.923;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=382/32257, ttl=64;161;;192.168.1.109;-52 dBm;-51 dBm
4293;227.496.954.923;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=383/32513, ttl=64 (reply in 4294);161;;192.168.1.109;-55 dBm;-74 dBm
4294;227.498.272.048;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=383/32513, ttl=64 (request in 4293);172;;192.168.1.109;-52 dBm;-50 dBm
4295;227.502.499.785;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=383/32513, ttl=64;161;;192.168.1.109;-51 dBm;-51 dBm
4296;227.770.787.614;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=505/63745, ttl=64 (no response found!);158;192.168.1.105;;-51 dBm;-51 dBm
4297;227.794.633.077;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=505/63745, ttl=64 (reply in 4298);161;192.168.1.105;;-55 dBm;-49 dBm
4298;227.798.725.545;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=505/63745, ttl=64 (request in 4297);161;192.168.1.105;;-51 dBm;-50 dBm
4299;227.798.743.093;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=505/63745, ttl=64;161;192.168.1.105;;-51 dBm;-49 dBm
4310;228.539.590.014;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=384/32769, ttl=64 (reply in 4313);161;;192.168.1.109;-54 dBm;-72 dBm
4313;228.677.334.411;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=384/32769, ttl=64 (request in 4310);172;;192.168.1.109;-51 dBm;-51 dBm
4314;228.678.886.812;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=384/32769, ttl=64;161;;192.168.1.109;-52 dBm;-51 dBm
4315;228.745.128.422;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=506/64001, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-50 dBm
4316;228.847.589.587;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=506/64001, ttl=64 (reply in 4317);161;192.168.1.105;;-55 dBm;-52 dBm
4317;228.854.987.612;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=506/64001, ttl=64 (request in 4316);161;192.168.1.105;;-51 dBm;-52 dBm
4318;228.855.012.329;-52 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=506/64001, ttl=64;161;192.168.1.105;;-51 dBm;-78 dBm
4324;229.666.913.459;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=385/33025, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-78 dBm
4325;229.667.144.568;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=385/33025, ttl=64 (no response found!);161;;192.168.1.109;-78 dBm;-78 dBm
4326;229.667.540.301;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=385/33025, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-78 dBm
4327;229.668.007.551;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=385/33025, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-77 dBm
