No.;Time;signal strength;Source;Destination;Info;Length;;;S1;S2
2724;127.703.692.244;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=297/10497, ttl=64;161;192.168.1.102;;-53 dBm;
2727;128.241.141.959;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=241/61696, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
2728;128.309.369.327;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=241/61696, ttl=64 (reply in 2729);161;;192.168.1.106;;-52 dBm
2729;128.316.862.300;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=241/61696, ttl=64 (request in 2728);172;;192.168.1.106;;-77 dBm
2730;128.318.863.212;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=241/61696, ttl=64;161;;192.168.1.106;;-53 dBm
2735;128.608.729.674;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=298/10753, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
2736;128.620.066.865;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=298/10753, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
2737;128.620.092.000;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=298/10753, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
2738;128.620.108.079;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=298/10753, ttl=64 (reply in 2743);161;192.168.1.102;;-53 dBm;
2743;128.629.880.175;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=298/10753, ttl=64 (request in 2738);161;192.168.1.102;;-52 dBm;
2744;129.242.865.913;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=242/61952, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
2745;129.329.430.100;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=242/61952, ttl=64 (reply in 2746);161;;192.168.1.106;;-52 dBm
2746;129.339.169.343;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=242/61952, ttl=64 (request in 2745);161;;192.168.1.106;;-52 dBm
2756;129.610.181.280;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=299/11009, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
2757;129.640.156.622;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=299/11009, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
2758;129.640.181.924;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=299/11009, ttl=64 (reply in 2759);161;192.168.1.102;;-53 dBm;
2759;129.647.898.516;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=299/11009, ttl=64 (request in 2758);172;192.168.1.102;;-76 dBm;
2760;129.649.668.749;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=299/11009, ttl=64;161;192.168.1.102;;-52 dBm;
2761;130.244.047.002;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=243/62208, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
2762;130.250.182.628;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=243/62208, ttl=64 (reply in 2763);161;;192.168.1.106;;-53 dBm
2763;130.258.982.053;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=243/62208, ttl=64 (request in 2762);172;;192.168.1.106;;-77 dBm
2764;130.261.180.977;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=243/62208, ttl=64;161;;192.168.1.106;;-52 dBm
2767;130.611.643.924;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=300/11265, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
2768;130.659.131.837;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=300/11265, ttl=64 (reply in 2769);161;192.168.1.102;;-53 dBm;
2769;130.683.207.565;;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=300/11265, ttl=64 (request in 2768);162;192.168.1.102;;0;
2772;130.686.331.565;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=300/11265, ttl=64;161;192.168.1.102;;-53 dBm;
2781;131.245.311.685;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=244/62464, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
2782;131.279.582.102;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=244/62464, ttl=64 (reply in 2783);161;;192.168.1.106;;-53 dBm
2783;131.289.318.261;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=244/62464, ttl=64 (request in 2782);161;;192.168.1.106;;-52 dBm
2786;131.620.929.301;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=301/11521, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
2787;131.789.246.359;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=301/11521, ttl=64 (reply in 2788);161;192.168.1.102;;-53 dBm;
2788;131.796.560.768;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=301/11521, ttl=64 (request in 2787);172;192.168.1.102;;-77 dBm;
2789;131.798.117.008;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=301/11521, ttl=64;161;192.168.1.102;;-52 dBm;
2802;132.248.357.245;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=245/62720, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
2803;132.249.969.256;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=245/62720, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
2804;132.249.993.980;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=245/62720, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
2805;132.250.710.056;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=245/62720, ttl=64 (reply in 2806);161;;192.168.1.106;;-52 dBm
2806;132.257.051.098;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=245/62720, ttl=64 (request in 2805);172;;192.168.1.106;;-76 dBm
2807;132.258.842.730;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=245/62720, ttl=64;161;;192.168.1.106;;-53 dBm
2812;132.614.933.514;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=302/11777, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
2827;133.022.361.520;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=302/11777, ttl=64 (reply in 2828);161;192.168.1.102;;-53 dBm;
2828;133.029.752.877;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=302/11777, ttl=64 (request in 2827);172;192.168.1.102;;-76 dBm;
2829;133.119.562.056;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=302/11777, ttl=64;161;192.168.1.102;;-53 dBm;
2830;133.248.741.429;-60 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=246/62976, ttl=64 (no response found!);161;;192.168.1.106;;-60 dBm
2831;133.248.765.202;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=246/62976, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
2832;133.374.671.467;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=246/62976, ttl=64 (reply in 2833);161;;192.168.1.106;;-52 dBm
2833;133.379.030.417;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=246/62976, ttl=64 (request in 2832);172;;192.168.1.106;;-76 dBm
2834;133.382.204.944;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=246/62976, ttl=64;161;;192.168.1.106;;-52 dBm
2845;133.615.254.798;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=303/12033, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
2846;133.628.952.289;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=303/12033, ttl=64 (reply in 2847);161;192.168.1.102;;-52 dBm;
2847;133.636.275.764;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=303/12033, ttl=64 (request in 2846);172;192.168.1.102;;-77 dBm;
2848;133.637.876.363;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=303/12033, ttl=64;161;192.168.1.102;;-53 dBm;
2849;134.248.078.292;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=247/63232, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
2851;134.425.766.997;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=247/63232, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
2852;134.425.791.325;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=247/63232, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
2853;134.425.807.785;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=247/63232, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
2854;134.425.823.185;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=247/63232, ttl=64 (reply in 2855);161;;192.168.1.106;;-52 dBm
2855;134.427.787.060;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=247/63232, ttl=64 (request in 2854);172;;192.168.1.106;;-76 dBm
2856;134.429.315.672;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=247/63232, ttl=64;161;;192.168.1.106;;-52 dBm
2858;134.627.146.221;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=304/12289, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
2866;135.248.193.024;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=248/63488, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
2867;135.271.922.224;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=304/12289, ttl=64 (reply in 2872);158;192.168.1.102;;-52 dBm;
2868;135.271.959.590;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=248/63488, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
2869;135.271.975.784;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=248/63488, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
2870;135.271.990.962;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=248/63488, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
2871;135.272.859.907;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=248/63488, ttl=64 (reply in 2876);161;;192.168.1.106;;-53 dBm
2872;135.279.836.991;-78 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=304/12289, ttl=64 (request in 2867);172;192.168.1.102;;-78 dBm;
2873;135.281.783.684;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=304/12289, ttl=64;161;192.168.1.102;;-53 dBm;
2874;135.281.823.431;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=304/12289, ttl=64;161;192.168.1.102;;-53 dBm;
2875;135.284.099.534;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=304/12289, ttl=64;161;192.168.1.102;;-53 dBm;
2876;135.284.888.849;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=248/63488, ttl=64 (request in 2871);161;;192.168.1.106;;-52 dBm
2881;135.620.984.140;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=305/12545, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
2882;135.679.584.718;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=305/12545, ttl=64 (reply in 2883);161;192.168.1.102;;-52 dBm;
2883;135.688.576.168;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=305/12545, ttl=64 (request in 2882);172;192.168.1.102;;-77 dBm;
2884;135.690.421.695;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=305/12545, ttl=64;161;192.168.1.102;;-52 dBm;
2889;136.249.826.847;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=249/63744, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
2890;136.299.070.374;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=249/63744, ttl=64 (reply in 2891);161;;192.168.1.106;;-52 dBm
2891;136.305.756.265;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=249/63744, ttl=64 (request in 2890);172;;192.168.1.106;;-77 dBm
2892;136.307.751.065;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=249/63744, ttl=64;161;;192.168.1.106;;-53 dBm
2917;136.618.094.955;-67 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=306/12801, ttl=64 (no response found!);172;192.168.1.102;;-67 dBm;
2918;136.709.580.784;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=306/12801, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
2919;136.709.605.792;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=306/12801, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
2920;136.710.490.542;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=306/12801, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
2921;136.711.535.654;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=306/12801, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
2922;136.711.559.465;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=306/12801, ttl=64 (reply in 2923);161;192.168.1.102;;-52 dBm;
2923;136.720.490.895;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=306/12801, ttl=64 (request in 2922);161;192.168.1.102;;-53 dBm;
2924;137.256.935.153;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=250/64000, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
2925;137.258.554.495;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=250/64000, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
2926;137.258.602.866;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=250/64000, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
2928;137.419.703.043;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=250/64000, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
2929;137.419.727.386;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=250/64000, ttl=64 (reply in 2930);161;;192.168.1.106;;-52 dBm
2930;137.429.515.152;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=250/64000, ttl=64 (request in 2929);161;;192.168.1.106;;-53 dBm
2949;137.618.738.052;-65 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=307/13057, ttl=64 (no response found!);172;192.168.1.102;;-65 dBm;
2950;137.695.666.546;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=307/13057, ttl=64 (reply in 2951);161;192.168.1.102;;-53 dBm;
2951;137.698.728.298;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=307/13057, ttl=64 (request in 2950);172;192.168.1.102;;-76 dBm;
2952;137.700.767.055;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=307/13057, ttl=64;161;192.168.1.102;;-52 dBm;
2953;138.259.548.075;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=251/64256, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
2954;138.339.399.403;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=251/64256, ttl=64 (reply in 2955);161;;192.168.1.106;;-53 dBm
2955;138.347.057.293;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=251/64256, ttl=64 (request in 2954);172;;192.168.1.106;;-77 dBm
2956;138.348.622.293;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=251/64256, ttl=64;161;;192.168.1.106;;-53 dBm
2959;138.619.744.306;-67 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=308/13313, ttl=64 (no response found!);172;192.168.1.102;;-67 dBm;
2960;138.650.912.795;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=308/13313, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
2961;138.650.941.610;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=308/13313, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
2962;138.650.958.037;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=308/13313, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
2963;138.650.972.903;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=308/13313, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
2964;138.651.526.460;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=308/13313, ttl=64 (reply in 2965);161;192.168.1.102;;-53 dBm;
2965;138.660.340.529;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=308/13313, ttl=64 (request in 2964);161;192.168.1.102;;-53 dBm;
2976;138.662.817.294;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=308/13313, ttl=64;161;192.168.1.102;;-53 dBm;
2983;138.665.823.812;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=308/13313, ttl=64;161;192.168.1.102;;-53 dBm;
2984;138.665.848.086;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=308/13313, ttl=64;161;192.168.1.102;;-53 dBm;
2985;138.665.863.477;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=308/13313, ttl=64;161;192.168.1.102;;-53 dBm;
2986;138.665.878.627;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=308/13313, ttl=64;161;192.168.1.102;;-53 dBm;
2987;138.665.893.521;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=308/13313, ttl=64;161;192.168.1.102;;-52 dBm;
2998;139.253.693.739;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=252/64512, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
2999;139.269.961.523;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=252/64512, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
3000;139.269.984.964;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=252/64512, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
3001;139.270.000.269;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=252/64512, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
3002;139.270.941.931;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=252/64512, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
3003;139.270.966.008;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=252/64512, ttl=64 (reply in 3004);161;;192.168.1.106;;-53 dBm
3004;139.278.394.358;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=252/64512, ttl=64 (request in 3003);172;;192.168.1.106;;-77 dBm
3005;139.280.515.663;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=252/64512, ttl=64;161;;192.168.1.106;;-53 dBm
3010;139.621.543.648;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=309/13569, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
3011;139.680.654.433;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=309/13569, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
3012;139.680.683.119;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=309/13569, ttl=64 (reply in 3018);161;192.168.1.102;;-53 dBm;
3018;139.687.973.393;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=309/13569, ttl=64 (request in 3012);172;192.168.1.102;;-77 dBm;
3019;139.689.544.203;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=309/13569, ttl=64;161;192.168.1.102;;-52 dBm;
3020;140.258.897.287;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=253/64768, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
3021;140.258.925.680;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=253/64768, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
3022;140.272.643.711;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=253/64768, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
3023;140.289.114.165;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=253/64768, ttl=64 (reply in 3024);161;;192.168.1.106;;-53 dBm
3024;140.296.323.063;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=253/64768, ttl=64 (request in 3023);172;;192.168.1.106;;-77 dBm
3025;140.298.321.190;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=253/64768, ttl=64;161;;192.168.1.106;;-53 dBm
3034;140.623.366.021;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=310/13825, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
3035;140.625.055.397;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=310/13825, ttl=64 (reply in 3036);161;192.168.1.102;;-52 dBm;
3036;140.630.947.277;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=310/13825, ttl=64 (request in 3035);172;192.168.1.102;;-76 dBm;
3037;140.632.952.971;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=310/13825, ttl=64;161;192.168.1.102;;-53 dBm;
